timestamp,location_name,lat,lon,temperature_c,precipitation_mm,humidity_pct
2026-08-28T05:05:14.008798+00:00,Western_Express_Highway_Bandra,19.0596,72.8656,28.5,0.0,76
2026-08-28T05:05:14.008798+00:00,Eastern_Express_Highway_Sion,19.0448,72.8619,28.6,0.0,76
2026-08-28T05:05:14.008798+00:00,Sion_Panvel_Highway,19.0483,72.9058,28.6,0.0,76
2026-08-28T05:05:14.008798+00:00,Andheri_SEEPZ,19.1197,72.8468,28.5,0.0,76
2026-08-28T05:05:14.008798+00:00,Malad_Kandivali,19.0861,72.8529,28.5,0.0,76
2026-08-28T18:49:15.931426+00:00,Western_Express_Highway_Bandra,19.0596,72.8656,26.9,0.1,83
2026-08-28T18:49:15.931426+00:00,Eastern_Express_Highway_Sion,19.0448,72.8619,27.4,0.0,81
2026-08-28T18:49:15.931426+00:00,Sion_Panvel_Highway,19.0483,72.9058,27.4,0.0,81
2026-08-28T18:49:15.931426+00:00,Andheri_SEEPZ,19.1197,72.8468,26.9,0.1,83
2026-08-28T18:49:15.931426+00:00,Malad_Kandivali,19.0861,72.8529,26.9,0.1,83
2026-08-29T01:55:26.750169+00:00,Western_Express_Highway_Bandra,19.0596,72.8656,26.0,0.2,87
2026-08-29T01:55:26.750169+00:00,Eastern_Express_Highway_Sion,19.0448,72.8619,26.8,0.1,84
2026-08-29T01:55:26.750169+00:00,Sion_Panvel_Highway,19.0483,72.9058,26.8,0.1,84
2026-08-29T01:55:26.750169+00:00,Andheri_SEEPZ,19.1197,72.8468,26.0,0.2,87
2026-08-29T01:55:26.750169+00:00,Malad_Kandivali,19.0861,72.8529,26.0,0.2,87
2026-08-29T04:05:30.578513+00:00,Western_Express_Highway_Bandra,19.0596,72.8656,28.0,0.0,76
2026-08-29T04:05:30.578513+00:00,Eastern_Express_Highway_Sion,19.0448,72.8619,27.8,0.1,76
2026-08-29T04:05:30.578513+00:00,Sion_Panvel_Highway,19.0483,72.9058,27.8,0.1,76
2026-08-29T04:05:30.578513+00:00,Andheri_SEEPZ,19.1197,72.8468,28.0,0.0,76
2026-08-29T04:05:30.578513+00:00,Malad_Kandivali,19.0861,72.8529,28.0,0.0,76
2026-08-29T04:32:14.963584+00:00,Western_Express_Highway_Bandra,19.0596,72.8656,28.3,0.0,76
2026-08-29T04:32:14.963584+00:00,Eastern_Express_Highway_Sion,19.0448,72.8619,28.2,0.2,76
2026-08-29T04:32:14.963584+00:00,Sion_Panvel_Highway,19.0483,72.9058,28.2,0.2,76
2026-08-29T04:32:14.963584+00:00,Andheri_SEEPZ,19.1197,72.8468,28.3,0.0,76
2026-08-29T04:32:14.963584+00:00,Malad_Kandivali,19.0861,72.8529,28.3,0.0,76
2026-08-29T11:20:19.551499+00:00,Western_Express_Highway_Bandra,19.0596,72.8656,28.2,0.0,78
2026-08-29T11:20:19.551499+00:00,Eastern_Express_Highway_Sion,19.0448,72.8619,28.3,0.1,77
2026-08-29T11:20:19.551499+00:00,Sion_Panvel_Highway,19.0483,72.9058,28.3,0.1,77
2026-08-29T11:20:19.551499+00:00,Andheri_SEEPZ,19.1197,72.8468,28.2,0.0,78
2026-08-29T11:20:19.551499+00:00,Malad_Kandivali,19.0861,72.8529,28.2,0.0,78
2026-08-29T15:43:31.350799+00:00,Western_Express_Highway_Bandra,19.0596,72.8656,26.9,0.0,83
2026-08-29T15:43:31.350799+00:00,Eastern_Express_Highway_Sion,19.0448,72.8619,27.5,0.0,80
2026-08-29T15:43:31.350799+00:00,Sion_Panvel_Highway,19.0483,72.9058,27.5,0.0,80
2026-08-29T15:43:31.350799+00:00,Andheri_SEEPZ,19.1197,72.8468,26.9,0.0,83
2026-08-29T15:43:31.350799+00:00,Malad_Kandivali,19.0861,72.8529,26.9,0.0,83
2026-08-29T18:55:54.007412+00:00,Western_Express_Highway_Bandra,19.0596,72.8656,27.0,0.0,82
2026-08-29T18:55:54.007412+00:00,Eastern_Express_Highway_Sion,19.0448,72.8619,27.3,0.0,80
2026-08-29T18:55:54.007412+00:00,Sion_Panvel_Highway,19.0483,72.9058,27.3,0.0,80
2026-08-29T18:55:54.007412+00:00,Andheri_SEEPZ,19.1197,72.8468,27.0,0.0,82
2026-08-29T18:55:54.007412+00:00,Malad_Kandivali,19.0861,72.8529,27.0,0.0,82
2026-08-29T21:41:35.574143+00:00,Western_Express_Highway_Bandra,19.0596,72.8656,26.6,0.0,83
